PWK	C57	AJ	129	WSB	CAS	NZO	NOD
832	1.01	1.1	1.03	1.02	0.98	1.03	1.05	1.06
833	0.99	1.1	0.98	0.99	1.1	0.99	0.79	0.99
834	1.16	1.1	0.92	0.86	1.03	0.93	0.85	1.07
835	0.97	0.93	0.97	0.94	0.97	1.02	0.85	0.95
836	1.18	1.1	1.17	1.19	0.95	1.18	1.47	1.13
837	0.9	1.1	0.93	0.92	1.04	1.12	0.9	0.9
838	0.97	0.93	1.15	0.95	0.98	1.13	1.02	1.07
839	0.97	1.1	0.97	1.04	0.96	0.9	0.93	1.25
840	1	0.93	1.12	1.02	0.97	0.95	0.96	1.08
841	0.96	1.1	0.92	0.94	1.02	1.18	0.91	0.98
842	0.96	0.93	0.99	0.85	0.8	0.82	0.81	1.01
843	1.32	1.1	1.05	1.17	0.9	0.85	1.29	1.11
844	0.94	1.1	0.95	1.1	1	0.86	0.92	0.91
845	1.07	0.93	1.37	1.42	1.12	0.81	1.34	0.93
846	0.99	1.1	1.06	0.98	1.18	1.05	1.01	0.97
847	0.97	0.93	1.12	0.94	1	0.9	1.18	1.03
848	1.27	0.93	1.16	1.12	0.96	1.02	1.13	1.08
849	0.93	1.1	1.08	0.96	0.98	0.98	1.09	1.01
850	0.82	1.1	0.9	0.82	0.92	1.05	0.79	0.88
851	0.99	0.93	1.01	0.9	1	0.91	0.95	0.97
852	1.01	0.93	1.22	0.84	1.02	0.97	1.13	0.96
853	1.07	0.93	0.96	0.75	0.94	1.46	1.15	1.11
854	1.15	1.1	0.9	1.21	0.9	0.8	0.84	1.39
855	0.92	1.1	0.97	0.91	1.08	1.07	0.93	0.93
856	1.53	1.1	1.29	1.38	1.18	1.09	1.59	1.01
857	1.01	1.1	1	0.88	1.13	1.08	0.98	0.96
858	1.09	0.93	1.05	0.99	1.02	1.02	0.88	1.04
859	1.07	0.93	1.06	1.14	0.94	1	1.07	1.01
860	1.05	1.1	1.04	1.02	1.06	1	0.97	1.05
861	1.1	0.93	1.15	1.03	1.05	0.94	1.09	1.14
862	0.96	1.1	1.04	1.05	1.14	1.12	1.51	0.94
863	1.09	0.93	1.12	1.87	1.64	0.55	0.72	0.74
864	1.04	0.93	1.01	1.04	1.01	1.21	0.94	1.08
865	0.93	0.93	1.05	1.04	0.89	1.06	1.27	1.02
866	1	1.1	0.96	0.92	1.05	1	1.01	1.04
867	1.01	0.93	1.04	0.93	0.96	0.98	0.98	0.91
868	1.15	0.93	1.42	1.53	1.01	0.81	1.62	0.88
869	0.96	0.93	0.96	0.84	0.91	1.01	0.98	0.98
870	1.04	0.93	0.97	1	0.96	1.01	0.97	0.95
871	1.08	1.1	1.01	0.91	0.99	1.06	0.93	1.05
872	0.94	0.93	0.9	0.99	1.02	1.02	0.87	1.02
873	1.11	0.93	1.05	1.17	0.99	0.88	1.12	0.96
874	1.02	1.1	1.18	1.02	1.06	1.02	1.23	1.01
875	0.97	1.1	1.09	0.96	1	0.96	0.9	1.13
876	0.95	1.1	0.95	0.91	0.95	1.03	0.76	0.99
877	0.92	1.1	0.98	0.87	0.93	1.14	0.82	1
878	0.97	0.93	0.95	1.19	0.97	0.97	0.79	0.87
879	1.2	1.1	1.18	1.05	0.85	1.02	1.06	1.12
880	0.93	0.93	1	0.87	1.11	0.96	1.05	0.9
881	1	0.93	1.01	1.08	0.98	0.92	0.96	1.03
882	0.96	0.93	1.03	0.92	1.05	0.97	1.06	0.88
883	1.17	1.1	1.18	1.12	1.05	0.98	1.15	1.02
884	1.02	0.94	1.03	1.04	0.91	0.89	1.11	1.11
885	0.96	1.1	0.92	1.16	0.9	0.88	0.84	1.24
886	1.04	0.94	0.93	0.94	0.96	1.03	0.98	1.04
887	0.94	0.94	1.03	0.82	1.03	1.15	0.87	0.96
888	1.15	0.94	1.12	1.03	0.95	0.93	1.16	0.98
889	0.93	0.94	0.93	0.91	0.99	0.8	1.31	0.98
890	0.96	0.94	0.88	0.87	0.95	0.96	0.97	1.11
891	0.93	1.1	1.09	0.87	1.04	1.17	0.77	0.95
892	0.95	1.1	0.93	1.01	1.17	1.05	0.77	0.97
893	0.94	0.94	0.91	0.9	0.97	1.03	1.05	1.01
894	0.99	0.94	1.26	1.39	1.08	0.9	1.35	0.96
895	0.96	1.1	1.15	0.98	0.71	1.03	0.67	0.99
896	0.88	1.1	0.92	0.83	1.18	1.2	0.67	0.89
897	0.9	1.1	0.95	0.95	1.06	1.07	0.74	0.96
898	1.34	1.1	0.93	1.27	0.9	0.78	0.98	1.42
899	1.35	0.94	1.11	1.29	0.7	0.82	1.23	1.3
900	1.02	1.1	0.95	1.35	1.1	1.14	1.13	0.95
901	0.94	1.1	0.96	1.04	0.82	0.99	0.77	0.98
902	0.95	0.94	0.97	1.1	0.92	0.93	1.79	1.08
903	1	1.1	0.96	0.92	1.02	1.02	0.9	1.02
904	1.12	0.94	0.94	0.98	1.06	0.92	1.05	0.98
905	0.87	0.94	1.01	1.09	1.05	0.93	1.22	0.83
906	0.92	0.94	0.82	0.81	1.08	1.1	0.91	0.91
907	1.03	0.94	0.95	1.02	0.9	0.92	1	1.04
908	1.21	0.94	0.91	1.62	0.73	0.83	0.85	1.06
909	0.92	1.1	0.96	0.89	0.96	1.13	0.83	0.98
910	0.95	1.1	0.88	0.84	1.05	1	0.98	1.03
911	0.98	0.94	0.95	1.12	0.81	0.82	1.04	1
912	1.09	0.94	1.06	1.04	1.02	0.97	1.18	0.87
913	1.06	1.1	1.04	1.12	0.89	0.68	0.95	1.25
914	0.93	1.1	0.94	0.88	1.07	1.08	0.91	0.98
915	0.95	0.94	1.01	0.95	1.24	1	0.73	1.01
916	0.89	0.94	0.93	0.91	1.01	0.88	0.9	1.04
917	0.94	1.1	1.03	0.96	1.15	1.1	1.02	0.99
918	1.01	0.94	0.86	0.92	0.96	0.9	0.9	0.98
919	0.9	0.94	0.86	0.85	0.97	1.01	0.85	1.03
920	1.3	1.1	1.28	1.22	0.96	0.95	1.6	0.95
921	0.99	1.1	1	1	0.97	1.06	0.95	1.08
922	0.92	0.94	0.68	0.97	0.88	0.91	0.71	1.52
923	1.1	1.1	0.93	1.14	0.97	0.87	0.89	1.16
924	1.13	1.1	1.12	1.13	0.9	0.98	1.31	1.04
925	1.03	0.94	0.95	1	1.04	1.08	1.07	0.86
926	0.98	1.1	0.88	0.87	1.05	1.3	0.75	0.93
927	0.95	1.1	0.97	0.93	1.03	1.02	0.82	1.02
928	0.92	1.1	1.03	0.95	1.03	0.97	0.96	1.09
929	1.03	1.1	1.01	1.01	0.93	0.98	0.84	1.08
930	1.14	0.94	1.55	1.51	1	0.84	1.92	0.85
931	1.07	1.09	1.14	0.98	1.03	1.04	1.07	0.98
932	0.94	0.94	1.09	0.94	1.1	0.97	1.19	0.9
933	1.07	0.94	1.02	1.06	0.99	0.87	0.8	0.98
934	1.06	1.09	1.08	1.09	0.94	0.97	1.11	1.09
935	1.2	1.09	0.95	1.05	0.79	0.85	0.89	1.35
936	1.01	0.94	1.07	0.99	1.06	0.89	1.03	0.89
937	1.06	0.94	1.04	0.99	0.97	0.99	1.13	1.08
938	1	0.94	1	1.01	1.02	1.08	0.87	1.03
939	1.16	0.94	1.05	0.92	1.17	1.04	1.12	0.91
940	0.99	0.94	0.97	0.82	0.93	0.97	0.99	1.01
941	1.12	0.94	1	1.22	1.1	0.98	1.04	1
942	0.99	0.94	1.21	1.04	0.93	0.85	1.12	1
943	1.04	1.09	0.96	0.98	0.95	0.99	0.96	1.01
944	0.94	0.94	1.05	0.94	1.06	0.99	1	0.88
945	0.95	1.09	0.99	1.01	1.05	1.21	0.86	0.98
946	0.91	1.09	0.85	0.82	1.06	1.09	0.9	0.93
947	0.93	1.09	0.91	0.89	1.04	1.12	0.91	1
948	0.95	1.09	1	0.92	1.03	1	1.01	0.94
949	1.11	1.09	1.17	1.16	1.1	0.91	1.22	0.99
950	0.91	0.94	0.95	0.97	0.94	1.02	1.1	0.98
951	0.94	0.94	1.01	0.95	0.99	0.89	0.97	0.98
952	0.96	1.09	1	0.97	1.08	1.03	0.83	0.99
953	1.2	0.94	1.2	0.93	0.95	0.97	1.4	1.11
954	1.03	0.94	1.13	1.04	0.86	0.96	0.87	1.01
955	1.02	0.94	0.98	1.06	1.09	1.08	0.87	1.04
956	0.92	0.94	0.91	1.07	1.39	0.69	0.82	0.95
957	0.95	1.09	1.02	0.88	1.05	1.07	0.86	0.97
958	1.04	1.09	1.09	1.02	1.12	0.94	1.08	1
959	0.93	1.09	0.87	0.8	1.17	1.05	0.82	1.03
960	1.04	0.94	1.17	0.97	1.01	1.01	1	0.83
961	1.08	0.94	1.21	0.95	0.89	0.98	0.97	1.12
962	1.21	0.94	1.17	1.17	0.9	0.94	1.2	1.12
963	1.17	1.09	0.98	1.17	0.87	0.76	0.97	1.1
964	1.05	1.09	1.06	1.05	1.01	0.99	0.79	1.06
965	1.18	1.09	1.07	1.07	1.11	0.92	1.19	0.84
966	0.94	1.09	1.03	0.93	1.05	1.03	1	0.95
967	0.95	1.09	1.13	1	1	1.01	1.02	0.9
968	1.09	1.09	1.11	1.08	0.95	0.91	1.14	0.94
969	1.16	1.09	1.19	1.32	0.91	0.95	1.75	0.94
970	1.18	0.94	1.34	1.28	0.85	0.58	1.32	0.81
971	1.01	0.94	0.85	1.04	1.05	1.12	0.89	1.01
972	0.98	0.94	0.83	0.94	0.88	1.09	0.91	1.05
973	0.91	0.94	1.15	0.97	1.13	1.15	1.03	0.84
974	0.99	1.09	1.02	0.88	1.01	1.01	1.01	1.01
975	0.96	1.09	0.98	1	1.16	1.07	0.89	0.96
976	0.98	1.09	0.98	0.97	0.93	0.85	0.96	1.04
977	1.15	1.09	1.1	0.97	1.03	0.94	1.05	1.05
978	0.91	1.09	1.01	1	1.06	1.07	0.98	0.95
979	1.04	0.94	1.37	1.35	1.02	0.87	1.52	0.89
980	0.99	1.09	1	0.95	1.05	1.06	1.07	0.97
981	0.99	0.94	1.05	0.96	0.92	0.93	0.96	1
982	1.1	1.09	1.07	0.97	1	0.97	1.04	1.03
983	1.06	0.94	0.89	0.99	0.86	1.62	1.03	1.04
984	0.98	1.09	1.1	1.03	1.1	1.04	0.92	1.08
985	1.04	1.09	0.98	1.04	1.03	1.1	1.21	1.05
986	0.97	0.94	0.99	0.96	0.96	0.96	0.98	0.99
987	1.15	0.94	1.2	1.15	1.05	1.08	1.83	0.88
988	1.04	1.09	1.09	1.05	0.98	1	1.38	0.94
989	0.92	1.09	0.95	0.86	1.05	0.88	0.84	1.04
990	1.05	1.09	1.13	1.11	1.05	0.97	1.34	1
991	1.23	1.09	0.99	1.12	0.95	0.87	1.02	1.01
992	1.01	0.94	0.9	0.99	1.01	0.95	0.91	1.06
993	0.73	1.09	0.85	0.93	1.02	0.83	0.98	1
994	1.07	0.94	1.07	0.8	1.16	1	0.75	1.09
995	0.99	0.94	0.99	0.88	0.95	0.92	0.9	1
996	1.03	1.09	1.02	0.98	0.99	0.98	1.01	1
997	1.09	0.94	1.05	1.07	0.93	0.92	1.02	0.99
998	1.22	0.94	1.13	1.12	0.91	0.98	1.25	1.09
999	0.93	1.09	0.95	0.97	1.17	1.05	0.93	0.81
1000	0.91	0.94	1.33	1.28	1.04	0.92	1.15	0.98
1001	1.07	1.09	1.03	1.06	0.98	1.02	0.97	1.09
1002	1.03	1.09	0.81	0.87	1.04	1.1	0.84	1.02
1003	0.86	1.09	1.1	0.91	1.1	1.01	0.97	0.99
1004	0.92	1.09	1.04	1.02	1.08	1.13	0.95	0.98
1005	0.93	1.09	0.93	0.91	0.93	0.98	0.63	0.83
1006	0.92	1.09	1.1	0.84	0.64	1.04	1	1.05
1007	0.93	1.09	0.86	0.93	1.11	1	1.06	1.01
1008	1.17	1.09	1.17	0.95	0.97	1.07	1.32	1.02
1009	0.96	1.09	1.33	1.17	1.06	0.82	1.29	0.9
1010	0.9	0.95	0.87	0.94	1	1	0.7	1.04
1011	1.08	0.95	0.83	1.23	1.2	0.92	0.8	0.98
1012	0.95	0.95	1.05	1.08	1.1	0.95	1.09	0.98
1013	1.19	0.95	1.18	1.07	0.95	1.02	1.16	1.09
1014	0.9	1.09	0.87	0.8	1.05	1.09	0.66	0.92
1015	1.03	0.95	1.17	0.97	0.99	0.94	1.08	1.1
1016	1.06	0.95	1.06	1.03	1.05	1	1	0.96
1017	1.11	1.09	1.23	1.03	1.03	0.98	1.03	1.04
1018	0.86	1.09	0.82	0.9	1.02	1.07	0.85	1.06
1019	0.99	1.09	0.98	0.95	0.97	0.95	0.86	1.05
1020	1.06	0.95	0.83	1.13	0.86	0.97	0.93	0.99
1021	0.87	0.95	0.9	1.08	0.92	1.02	0.87	0.94
1022	1.12	1.09	1.11	1.03	1.09	1.01	1.07	1
1023	0.92	1.09	1.05	0.95	1.06	1.07	1.23	0.96
1024	1.08	1.09	1.03	0.96	1.01	1.06	1.52	1.17
1025	0.92	1.09	0.89	0.92	1.1	0.98	0.93	0.92
1026	0.97	0.95	1.02	0.93	0.98	1.01	0.97	0.98
1027	1.02	0.95	0.96	0.93	0.87	0.96	0.96	1.14
1028	0.76	0.95	0.83	0.81	0.94	0.95	0.74	0.96
1029	1.05	0.95	1.18	1.1	0.9	1.12	1.02	1.02
1030	0.97	0.95	1.03	0.98	0.97	0.96	1.01	0.94
1031	1.13	0.95	1	0.74	0.87	1.51	1.02	1.06
1032	1.09	1.09	0.95	1.13	0.88	0.97	1.1	0.96
1033	0.93	0.95	0.9	0.88	1.04	0.93	0.85	0.97
1034	1.02	0.95	0.91	1	0.94	0.97	0.95	0.99
1035	0.95	1.09	0.82	0.81	1.04	1	0.87	0.95
1036	1.02	0.95	0.92	0.93	0.98	0.93	0.95	1.04
1037	0.94	1.09	1.04	0.91	1.1	1.12	1.22	0.99
1038	0.82	1.09	0.99	0.78	1.06	0.92	1.11	0.9
1039	1.13	1.09	1.15	0.85	1	1.22	1.14	1.02
1040	0.99	0.95	0.92	0.92	1.04	1.05	0.88	0.97
1041	0.8	1.09	0.85	0.94	1.02	0.78	0.79	0.97
1042	1.08	1.09	1.17	0.97	1.02	1	1.11	1.11
1043	0.93	1.09	0.93	0.88	0.91	1.12	1.05	1.02
1044	0.9	1.09	0.8	0.89	1.1	1.06	0.96	0.9
1045	1	0.95	0.99	0.94	0.96	0.97	0.98	0.99
1046	0.99	1.09	1.13	0.94	0.99	0.95	1.02	1.04
1047	1.04	1.09	0.89	0.81	1.06	0.98	0.96	1.08
1048	0.87	0.95	1.65	0.86	1.12	1.03	0.92	0.89
1049	0.94	1.09	1	0.89	1.31	1.1	1	0.85
1050	1.06	0.95	0.95	1	0.88	1.06	0.92	0.93
1051	0.98	0.95	0.96	0.92	0.97	0.9	1.07	1.01
1052	0.93	1.09	0.98	0.91	1.03	1.07	0.84	0.99
1053	0.82	1.09	0.88	0.79	1.09	0.86	0.89	1.04
1054	0.99	0.95	1.27	0.93	0.96	1.09	1.18	1.05
1055	0.96	1.09	0.95	0.96	0.98	1.01	0.88	1.02
1056	1.13	1.09	0.9	0.86	1.14	1.09	0.86	1.11
1057	1.1	1.09	1.04	1.15	1.1	1.09	0.96	1.06
1058	0.82	1.09	1.89	0.96	1.12	0.97	0.88	0.95
1059	0.9	0.95	0.92	0.84	0.97	1	0.8	0.94
1060	0.98	0.95	0.86	0.98	0.94	0.96	0.89	1.01
1061	0.86	1.09	0.78	0.79	1.03	1.08	0.8	0.93
1062	1.09	1.09	0.95	1.04	0.85	0.91	1.06	1.06
1063	0.96	0.95	0.98	0.98	1	0.95	0.91	0.96
1064	0.99	1.09	0.95	0.97	1.08	1.06	0.85	0.98
1065	1.02	0.95	1	0.99	1.05	1.04	0.9	0.89
1066	1.23	0.95	1.04	1.3	0.76	0.95	1.16	1.24
1067	0.96	1.08	0.93	0.93	1.02	0.96	0.72	0.97
1068	1.03	0.95	0.98	1.01	0.82	1.03	0.94	1.02
1069	1.17	0.95	1.26	1.29	0.95	0.92	1.76	0.91
1070	0.95	1.08	0.96	0.91	1.23	1.17	0.94	0.97
1071	0.94	1.08	0.97	0.88	1.12	1.11	0.95	0.99
1072	1.05	0.95	0.98	1.02	1.08	0.95	0.74	0.89
1073	1.02	1.08	0.87	0.78	1.28	1.14	0.72	0.89
1074	1.1	0.95	1.16	1.22	1.01	0.83	1.81	0.94
1075	0.99	1.08	1.06	0.91	1.05	1.01	0.96	1
1076	0.91	1.08	1.04	1.07	1.11	1.06	1.48	0.97
1077	0.97	1.08	1.09	0.95	1.05	0.99	0.9	1.04
1078	1	0.95	0.94	0.97	0.96	1.04	0.95	1.05
1079	0.93	0.95	0.93	0.93	0.98	0.99	0.95	0.99
1080	0.89	1.08	0.86	0.87	1	1.05	0.81	0.97
1081	0.98	1.08	1.04	0.93	0.94	0.95	0.82	0.97
1082	0.92	1.08	0.99	0.95	1.04	1.04	1.17	0.95
1083	0.87	0.95	0.83	0.75	1	0.94	0.71	0.88
1084	0.98	1.08	1.04	0.91	1.12	1.04	1.01	0.92
1085	1.01	0.95	1.07	0.99	0.97	0.97	0.92	1.08
1086	0.99	1.08	1.02	1.01	1.09	1.04	1.01	0.99
1087	0.92	1.08	1.14	1	0.95	1.33	2.01	0.95
1088	1.05	0.95	0.98	1.09	0.97	0.98	0.86	1.02
1089	1.04	0.95	0.91	0.96	0.89	0.89	1.1	0.96
1090	0.9	1.08	0.89	0.87	0.98	1.12	0.81	0.93
1091	0.91	0.95	1.05	0.94	1.03	1.04	1.09	0.97
1092	1.01	1.08	0.85	0.85	0.99	1.29	0.9	0.96
1093	0.94	1.08	0.89	0.91	1.07	1.1	0.83	0.98
1094	1.13	0.95	1.02	1.1	0.89	1	1.12	1.06
1095	0.84	0.95	0.81	0.7	1.01	0.95	0.77	0.86
1096	1.14	1.08	1.29	1.12	0.99	0.99	1.25	0.94
1097	1	1.08	0.96	0.92	1.02	1.08	0.79	0.93
1098	0.86	1.08	1.06	1.15	0.85	0.93	1.04	1.05
1099	1.09	0.95	1.09	1.06	1.06	1.07	1.06	1.64
1100	0.99	0.95	0.97	0.91	1	0.82	0.92	1.03
1101	1.09	1.08	0.94	0.96	1.27	0.95	0.86	1.12
1102	1.16	0.95	1.07	1.03	0.74	0.77	0.82	1.08
1103	1	0.95	1.3	1.02	1.15	0.99	1.16	1.02
1104	1.18	1.08	0.94	1.1	1.02	0.98	0.91	1.23
1105	0.87	1.08	1.04	0.85	0.92	0.98	0.9	0.91
1106	1.03	0.95	0.98	0.98	1.07	1.14	0.86	1.02
1107	1.02	0.95	0.88	0.89	0.98	1.04	0.84	0.98
1108	1.03	0.95	1.12	0.99	1.1	1.02	1	0.89
1109	0.93	1.08	0.96	0.91	1.12	1.03	0.79	0.96
1110	1	0.95	1.21	1.21	0.97	0.91	1.43	0.95
1111	0.96	1.08	0.92	0.97	1.09	1.08	1	0.99
1112	1.14	0.95	1	1.03	0.71	0.78	0.99	0.78
1113	0.86	1.08	0.83	0.81	0.91	0.86	0.91	1.03
1114	1.03	1.08	0.93	0.96	0.96	1.19	0.93	1.04
1115	1.06	1.08	0.95	0.94	1.01	0.97	0.81	1.04
1116	0.76	0.95	1.02	0.77	1.01	0.96	1.07	0.89
1117	0.95	1.08	0.86	0.84	1.06	1.13	0.83	1.02
1118	0.99	1.08	1	0.96	0.92	0.84	0.89	0.98
1119	0.99	0.95	0.9	1	0.97	0.98	0.86	0.95
1120	1.11	1.08	1.12	0.82	0.86	1.05	1.39	1.24
1121	1.03	1.08	1.07	1.07	1.09	1.02	0.95	1.03
1122	0.94	1.08	0.88	0.84	1.04	1.05	0.82	0.91
1123	1.08	0.95	1	0.87	1.08	0.95	1.07	1
1124	0.88	0.95	1.06	0.91	0.96	0.95	1.07	0.97
1125	0.95	1.08	1	0.94	1.09	1.07	0.88	0.96
1126	1.11	0.95	0.88	0.94	1.04	1.23	1.04	0.99
1127	1	0.95	0.89	0.97	0.99	1.04	0.93	1.06
1128	0.86	1.08	0.85	0.6	0.9	1.08	0.65	0.83
1129	0.93	1.08	1.02	0.9	1.1	0.83	0.81	1.01
1130	0.98	0.95	0.9	1	0.94	0.97	0.98	1.04
1131	1.17	1.08	0.94	0.99	1.01	1.16	0.79	1.03
1132	0.95	0.95	0.98	0.97	0.93	0.83	1.14	0.98
1133	1.05	0.95	1.07	0.95	1	0.95	0.95	1
1134	0.97	0.95	1.07	0.98	1.04	1.02	1.08	1.08
1135	0.87	0.95	1.03	0.86	0.9	0.95	0.84	0.98
1136	1.01	1.08	1	0.88	0.97	1.02	1	1.01
1137	0.97	0.95	0.99	0.76	0.9	0.82	0.93	1.07
1138	1.03	0.95	1.09	0.9	1.05	0.99	0.96	0.95
1139	0.94	1.08	0.91	0.86	1.04	1.03	0.86	0.99
1140	0.94	1.08	0.98	0.92	1.1	0.99	0.86	1
1141	1.09	0.95	1.01	0.98	0.98	0.99	1.03	1.07
1142	0.94	0.95	1.13	1.03	0.98	0.92	1.11	0.92
1143	0.85	0.95	0.77	0.93	0.91	0.87	0.77	1.16
1144	1.07	1.08	1	1.04	1	1.13	1.04	1.05
1145	1.14	1.08	1.16	1.08	1	1.16	1.12	1.1
1146	0.99	1.08	0.92	0.96	1.05	1.05	0.92	0.99
1147	0.87	1.08	1.49	0.88	0.93	0.97	1	1.03
1148	0.97	1.08	0.91	0.84	1.06	1.09	0.95	1.01
1149	0.92	0.95	0.88	0.89	1.01	1.09	0.87	0.95
1150	0.95	1.08	1.06	0.94	1.03	1	1.07	0.92
1151	0.92	1.08	0.89	0.91	0.93	1.08	0.86	1.06
1152	0.97	0.95	1.02	0.89	1.04	0.99	1.07	0.88
1153	0.97	1.08	1	0.87	0.98	0.99	0.96	0.95
1154	1.16	0.96	1.47	1.49	1.01	0.83	1.8	0.88
1155	0.92	0.96	1.21	1.01	1.15	0.92	0.99	0.98
1156	0.95	0.96	1.18	0.97	1	1.01	0.86	0.97
1157	1.08	0.96	1.25	1.12	1.04	1.03	1.22	0.96
1158	1.02	0.96	1.07	1.08	1	1.07	0.94	1.04
1159	1.01	0.96	0.98	0.93	0.74	0.78	0.96	1
1160	0.97	1.08	0.91	0.89	1.15	1.14	0.95	0.92
1161	1.06	0.96	1.03	1.1	0.89	1.05	0.96	1.02
1162	1.06	1.08	0.96	1.06	0.9	0.97	1.09	0.95
1163	1	0.96	1.04	0.92	0.95	0.96	0.98	0.93
1164	0.94	1.08	1.19	0.95	1.03	1.11	1.19	0.96
1165	0.97	1.08	0.93	0.85	1.03	0.97	0.91	1.01
1166	0.98	1.08	0.92	0.81	1.02	1.06	0.88	0.99
1167	1.16	1.08	1.12	1.09	0.93	0.82	1.49	0.97
1168	0.92	1.08	0.9	0.88	0.94	1.11	0.92	0.98
1169	0.9	1.08	0.85	0.82	0.99	1.02	0.8	0.94
1170	0.92	0.96	0.97	0.98	0.96	0.81	0.81	0.94
1171	0.98	0.96	0.98	1.32	1.07	1.01	1.05	1.09
1172	0.94	0.96	1.01	0.88	1.04	1.02	0.89	0.99
1173	1	1.08	1.2	0.97	0.88	1	0.87	1.01
1174	1.21	1.08	1.1	1.08	0.85	1.04	1.25	1.12
1175	0.9	1.08	0.95	0.94	1.05	1.09	0.88	0.89
1176	0.99	1.08	1.01	0.99	1.01	0.99	1.06	1.01
1177	1.11	1.08	1.09	1.11	1	0.9	1	1.51
1178	0.98	1.08	1.1	1.04	0.98	1.03	0.97	1.03
1179	0.98	0.96	0.8	1.01	0.8	0.8	0.75	1.11
1180	1.13	0.96	1.02	1.2	1.05	1.06	0.91	0.97
1181	0.98	0.96	1	0.94	0.97	0.88	1.1	0.95
1182	1.06	0.96	1.04	1.01	0.83	0.93	1	1.2
1183	1	0.96	0.91	1.04	0.94	0.96	0.92	1.04
1184	0.9	0.96	1.02	1.06	0.91	0.77	0.87	1.14
1185	0.96	1.08	0.95	0.92	1.12	0.95	0.77	0.94
1186	0.78	1.08	1.06	0.76	1.08	1	0.8	0.88
1187	1.04	0.96	1.01	1.32	0.87	0.88	1.11	0.98
1188	1.01	0.96	0.88	0.97	0.82	0.96	0.97	0.99
1189	0.95	0.96	0.97	0.93	1.04	0.87	0.87	1.01
1190	1.2	0.96	1.24	1.62	0.92	0.91	2.92	0.92
1191	1.01	1.08	1.12	1.06	0.96	1.03	1.01	1
1192	0.95	0.96	0.83	1.09	0.96	0.98	0.92	1.03
1193	1.02	0.96	1.05	0.93	1.01	1.04	0.9	0.99
1194	0.94	0.96	0.84	0.81	0.96	0.97	0.77	0.95
1195	1.02	1.08	1.08	1.11	0.98	0.98	1	1.02
1196	0.99	0.96	1.11	0.98	1.02	1.07	0.91	1.01
1197	1.08	0.96	0.94	1.2	0.95	1.02	0.87	1
1198	1.14	0.96	0.81	1.29	0.95	0.85	1.41	1.07
1199	1	0.96	1.27	1.31	1.03	0.93	1.47	0.91
1200	0.93	1.08	0.94	0.94	1.04	0.99	1.01	1.05
1201	1	0.96	1.12	1.02	1.09	1.02	1.34	1.02
1202	1.06	1.08	1.05	0.9	0.99	0.96	1.11	1.05
1203	0.97	1.08	0.94	0.94	1.16	1.25	1.04	0.93
1204	0.87	0.96	1.03	0.89	0.87	0.99	1.17	0.98
1205	0.98	1.07	0.95	1.08	0.97	0.93	0.94	1.32
1206	1.22	0.96	0.89	1.13	0.86	0.87	0.9	1.42
1207	1.07	0.96	1.1	1.07	0.98	1.16	0.98	1.04
1208	0.94	1.07	0.82	0.81	1.04	1.07	0.8	0.91
1209	0.94	1.07	0.98	0.95	1.01	1.01	1.07	0.96
1210	1.11	0.96	1.28	1.13	0.93	0.93	1.08	1.02
1211	1.07	0.96	1.22	1.2	0.96	0.99	0.81	1.01
1212	0.94	1.07	0.96	0.91	1.04	1	0.81	1.02
1213	0.89	1.07	0.77	0.9	1.03	1.04	0.9	0.96
1214	1.09	1.07	1.05	1.05	1	1.11	0.97	1.14
1215	1.27	0.96	1.02	1.09	0.84	1.05	1.28	1.2
1216	1.23	0.96	1.1	1.15	0.98	0.96	1.37	1.04
1217	0.93	0.96	0.85	0.82	0.96	0.95	0.82	1.04
1218	0.91	1.07	0.87	0.89	1.1	1.01	0.83	0.96
1219	0.99	0.96	1.07	1.08	0.89	0.93	1.06	1.04
1220	1.17	0.96	1.52	1.46	1.04	0.85	1.95	0.86
1221	0.98	0.96	0.97	0.99	1.09	0.95	0.93	1.02
1222	1.12	1.07	1.01	1.11	1.03	0.96	1.01	1.02
1223	0.98	0.96	1.05	1.01	0.9	0.87	1.02	1.09
1224	1.13	0.96	0.96	1.18	1.1	0.95	0.98	1.01
1225	1.25	1.07	1.02	1.26	0.78	0.98	1.2	1.28
1226	1.02	1.07	1.12	0.98	1.14	1.01	1.2	1.02
1227	0.98	1.07	1.01	0.92	1.05	1.12	0.96	0.99
1228	0.84	1.07	1.12	0.97	1.02	0.92	1.15	1.05
1229	0.89	0.96	1	0.96	0.99	0.95	0.81	1.12
1230	1	0.96	0.91	0.96	0.77	0.78	0.65	1.16
1231	0.96	0.96	0.88	0.97	0.89	0.99	0.95	1.04
1232	1.08	0.96	0.9	1.27	0.93	1.1	0.83	1.18
1233	0.93	1.07	0.85	0.81	1	1.09	0.88	0.93
1234	1.05	0.96	1.03	1.13	1.03	0.94	0.79	1.05
1235	0.98	1.07	1	0.94	0.99	1.01	1	1.01
1236	1.17	0.96	1.12	1.4	0.97	0.98	1.59	0.92
1237	0.92	1.07	0.97	0.93	1.1	0.98	0.87	1.15
1238	1.03	0.96	1.12	0.93	0.98	0.92	1.07	0.96
1239	1.05	1.07	0.87	0.9	0.98	1.1	0.94	1.05
1240	1.04	1.07	0.99	0.92	1.05	0.95	0.95	1.04
1241	1.27	0.96	0.98	0.92	1.16	1.13	1.08	1
1242	1.05	0.96	0.99	1	0.93	0.99	0.88	1.04
