PWK	C57	AJ	129	WSB	CAS	NZO	NOD
414	0.89	0.89	1.32	1.07	1.13	0.97	1.29	0.95
415	1.08	0.89	0.97	1.13	1.12	0.93	1.04	0.98
416	1.09	0.89	1.41	1.32	0.95	0.9	1.5	0.86
417	1	1.15	1.02	1.02	1.05	1.02	0.86	0.92
418	0.89	0.89	1.15	1.1	1.16	1.04	0.95	0.95
419	0.92	1.15	1.1	1.15	1.41	1.24	1.06	0.95
420	0.93	1.15	0.91	0.77	1.11	1.04	1.12	1.04
421	0.95	0.89	1.02	0.89	0.99	0.86	0.87	0.99
422	1.1	1.15	1	0.93	1.06	0.9	0.84	1.08
423	0.93	1.15	1.22	0.93	0.98	1.06	0.8	0.96
424	1.05	1.15	1.05	1	1.08	1.13	0.99	1.01
425	0.97	1.15	1.02	0.85	0.94	0.87	1.07	1.24
426	0.91	1.15	0.93	0.99	1.01	0.97	1.09	1.1
427	0.95	1.15	1	0.98	1.04	0.97	0.97	1.08
428	0.95	1.15	1.02	0.9	1.14	0.99	0.96	0.99
429	1.1	1.15	1.17	0.89	1.04	1.08	1.09	1
430	0.89	0.89	1.04	1.01	0.93	0.81	0.94	1
431	1.03	0.89	1.05	0.98	1	1.03	1	1.01
432	1.08	0.89	1.04	1.02	0.95	0.91	0.96	1.09
433	1.14	1.15	1.23	1.07	1.05	1.02	1.48	1.05
434	0.89	0.89	0.98	0.89	0.99	0.86	0.82	0.95
435	0.96	0.89	1.01	0.97	0.96	0.98	0.87	1.03
436	0.99	1.15	0.92	0.83	0.89	1.08	0.92	0.96
437	0.93	1.15	1.14	1.13	0.91	0.76	0.98	1.08
438	0.99	1.15	0.88	1.02	1.19	1	0.95	0.93
439	1.07	0.89	1.01	0.93	0.93	1.11	0.89	1.04
440	1.09	1.15	0.86	0.89	0.94	0.99	0.93	1.16
441	1.03	1.15	1.06	0.99	1.06	1.16	1.12	1
442	1.02	1.15	1.07	1.03	1.16	1.02	0.92	1.03
443	0.96	1.15	1.07	0.81	0.97	0.87	0.83	0.88
444	0.97	1.15	1.03	0.96	1.15	1.08	0.99	0.94
445	0.93	1.15	1.02	0.99	0.74	1.15	1.91	1.13
446	1	0.89	1.07	0.91	0.97	0.94	1.13	0.93
447	0.98	1.15	0.98	0.99	0.95	1.06	1.09	1.15
448	0.99	0.89	1.03	0.96	1.04	0.91	1.09	0.89
449	0.99	0.89	0.95	0.98	0.98	1.04	0.86	1.01
450	1.1	0.89	1.45	1.42	1	0.92	1.68	0.86
451	1.1	0.89	1.48	1.4	0.99	0.85	1.61	0.83
452	1.02	0.89	0.99	1.13	0.94	0.94	0.88	0.93
453	0.98	0.89	0.91	1.24	0.96	0.91	0.95	1.14
454	0.91	0.89	0.8	0.95	0.78	1.05	0.77	1.08
455	0.75	1.14	0.95	1.05	1.07	1.29	1.11	1.02
456	1.05	0.89	0.96	1.03	1.19	0.98	0.91	1.01
457	0.88	1.14	1.16	0.82	0.83	0.92	0.84	1.09
458	1.08	0.89	1.01	1.12	0.95	1.3	1.06	0.91
459	0.99	1.14	1.05	0.8	1.12	0.71	0.9	0.99
460	1	0.89	0.92	0.87	0.99	1.08	1.01	1.06
461	0.89	0.89	0.81	0.86	0.93	0.89	0.77	1.01
462	0.93	0.89	0.91	0.9	0.93	0.87	0.94	0.95
463	1.18	1.14	1.11	1.18	1.11	1.24	1.08	1.09
464	0.98	0.89	0.92	0.96	1.04	0.91	0.86	0.89
465	1.12	1.14	0.91	0.93	1.07	0.97	1.02	0.96
466	1.29	1.14	1.08	1.04	1	0.92	1.04	1.18
467	0.94	0.89	1.69	1.33	1.07	0.89	1.3	0.97
468	0.84	1.14	0.96	1.05	1.06	1.03	0.82	1.06
469	0.98	0.89	1.01	1.01	1.03	1.03	0.86	1.06
470	1.02	0.89	0.93	0.93	0.85	0.95	1.02	1.04
471	0.92	0.89	1.01	0.9	1.01	0.87	0.88	0.97
472	0.93	1.14	1.13	1.05	1.17	1.1	0.92	0.93
473	1.04	0.89	1.04	1.2	0.78	0.84	1.14	1.12
474	0.98	0.89	0.88	0.89	0.88	1.08	0.93	1
475	0.93	1.14	0.98	0.95	1.1	1.05	0.84	0.97
476	1.04	0.9	1.13	1.07	1.06	1.04	1.06	1.11
477	0.97	1.14	0.97	0.94	1.13	1.05	0.94	0.95
478	0.95	1.14	1.03	0.97	1.11	1.06	0.9	0.99
479	1.3	0.9	1.02	1.28	0.85	0.82	0.98	1.08
480	1.04	0.9	0.76	0.98	0.86	0.96	1.36	0.92
481	1	1.14	1	0.97	1.06	1.04	0.89	1.04
482	1.1	0.9	1.52	1.31	1.08	0.95	1.48	0.93
483	1.1	1.14	1.06	1.11	1.04	0.95	1.13	0.99
484	1.2	0.9	1.23	1.14	1.09	1.03	1.12	1.07
485	1.03	0.9	1.48	1.37	1.03	0.86	1.65	0.86
486	0.91	1.14	0.89	0.8	0.84	1.04	0.83	0.98
487	0.92	0.9	1.04	0.89	0.97	1.04	0.91	0.99
488	0.99	0.9	1.02	1.02	0.99	1	1.13	1.01
489	0.9	1.14	0.98	0.95	1	1.02	1.07	0.95
490	1.01	1.14	0.99	0.84	1.22	0.97	0.9	1.05
491	1.04	0.9	1.28	1.35	1.04	0.92	1.59	0.89
492	0.95	1.14	0.94	0.91	0.93	1.1	0.97	0.99
493	1.08	0.9	1.37	1.32	1.02	0.9	1.47	0.87
494	1.12	1.14	1.09	1.05	1.02	0.93	1.15	1.07
495	1.07	1.14	1.07	1.15	1.14	1.19	0.88	1.05
496	1	1.14	0.99	1.08	1.04	1.07	1.02	0.97
497	1	1.14	1.05	0.95	1.03	1.03	0.93	1.21
498	1.17	0.9	1.57	1.43	1.05	0.86	1.77	0.86
499	1	1.14	1.16	1.02	1.05	0.99	1.11	1.05
500	1.02	0.9	1.12	1.13	0.99	0.88	1.31	0.99
501	1.02	1.14	0.96	0.98	1.21	1.07	0.98	0.92
502	1.09	0.9	1.32	1.2	0.98	0.9	1.33	0.92
503	1.08	1.14	0.94	1.26	0.93	0.98	1.13	1.38
504	1.08	1.14	1.2	1.06	0.99	1	1	1.07
505	0.73	1.14	0.82	0.75	1.23	1.06	0.89	0.95
506	0.95	1.14	0.74	0.89	0.85	0.89	0.98	0.98
507	0.96	1.14	1.01	1.01	1.16	1.07	1.02	0.95
508	0.99	0.9	1.14	1.08	1.01	1	0.91	1.07
509	1.06	1.14	1.04	1.04	1.19	1.12	0.83	1.01
510	0.9	0.9	0.78	1.01	1	1.06	0.97	0.99
511	1.14	0.9	0.98	1.33	0.73	0.9	0.87	1.04
512	1.09	0.9	1.38	1.32	1.01	0.93	1.48	0.87
513	1.19	0.9	1.25	1.1	0.98	0.97	0.88	0.99
514	0.96	1.14	1	0.89	1.07	1.05	0.8	1
515	0.98	0.9	1.06	1	0.9	0.89	1.16	1.1
516	1.07	0.9	1.7	1.33	0.97	0.84	1.44	0.93
517	1.03	0.9	1.03	1.11	1.13	1.06	1.02	1.09
518	1.1	0.9	1.55	1.35	1.09	0.88	1.78	0.9
519	1.05	1.14	1.07	1.01	1.06	0.87	1.05	0.92
520	0.78	0.9	1.03	0.88	1.05	0.93	0.76	0.84
521	1.04	1.14	1.1	1.05	1.06	1.02	0.85	1.31
522	1.12	0.9	0.98	1.14	0.82	0.84	0.89	1.1
523	0.98	0.9	1.16	0.92	1.05	1.02	1.14	0.94
524	0.99	0.9	1.03	1.05	0.92	0.99	0.97	1.07
525	1.01	0.9	1.1	1.06	0.86	0.83	1.25	1.03
526	0.76	1.14	0.71	0.74	1.01	1.16	0.92	0.92
527	1.08	0.9	1.07	1.08	0.9	1.01	1.1	1.08
528	1.09	0.9	1.48	1.39	0.98	0.9	1.65	0.87
529	1	0.9	1.12	0.96	0.99	1.09	0.76	0.99
530	0.92	1.14	0.94	0.91	1.06	1.17	0.8	0.92
531	1.05	0.9	0.85	1.15	1.06	0.8	0.8	0.97
532	0.96	0.9	0.8	0.88	1.01	0.94	0.99	0.95
533	1	1.14	1.06	1.05	1.03	1	0.93	1.09
534	1.13	0.9	1.4	1.35	1.02	0.86	1.67	0.83
535	1.06	1.14	1.12	0.95	0.75	0.8	0.74	1.21
536	1.04	0.9	1.38	1.39	0.99	0.9	1.58	0.92
537	1.04	0.9	0.93	0.99	0.96	1.1	0.92	1.07
538	1.01	1.14	1.07	0.97	0.9	0.82	1.35	0.92
539	1.19	1.14	1.44	1.4	1.13	0.94	1.97	0.97
540	1.1	1.14	0.95	0.97	1.08	1.23	0.88	1.07
541	0.95	1.14	1.12	0.97	1.21	1.06	1.07	0.93
542	0.95	0.9	0.95	0.92	0.97	0.93	0.85	1.03
543	0.9	0.9	1.06	0.9	1.01	0.88	0.81	0.93
544	0.97	1.13	0.9	0.88	1.04	1.07	0.79	0.96
545	1.21	0.9	1.28	0.98	0.7	0.84	0.97	1.09
546	1.16	1.13	1.11	0.97	0.88	1	1.2	1.16
547	1.16	1.13	1.06	1.03	1.02	1.07	0.79	1.07
548	1.03	1.13	1.02	1.01	1.04	1.04	1.15	1
549	0.97	1.13	1.02	1.01	1.06	0.93	0.94	1
550	0.98	1.13	1.09	1.11	1.09	0.91	1.28	1.01
551	1.19	0.9	1.01	1.15	0.65	0.68	1	1.07
552	1.12	1.13	1.18	1.18	1	1.37	1.2	1.02
553	0.99	1.13	0.98	1	1.2	1.07	1.03	0.96
554	0.87	1.13	0.82	0.91	1.43	1.03	0.95	0.91
555	0.95	1.13	0.85	1	0.97	1.11	1.01	1
556	1.11	1.13	0.87	0.96	1.04	1.16	0.75	1.09
557	1.25	1.13	1.4	1.34	0.96	0.86	1.7	0.93
558	0.86	1.13	1.11	0.86	1.08	1.23	0.88	0.98
559	1.1	1.13	0.93	1.07	1.11	0.99	1.06	1.13
560	1.02	0.9	1.18	1.11	0.96	0.86	1.18	1
561	1.11	1.13	1.07	1.05	1.01	1.08	1.15	1.11
562	0.99	0.9	0.95	0.99	1.04	0.86	0.97	0.92
563	1.35	1.13	1.17	1.1	0.92	1.1	1.41	0.98
564	1.12	0.9	1.44	1.39	1	0.87	1.71	0.81
565	1.03	1.13	1.04	0.9	0.92	1.07	1.45	0.97
566	0.91	1.13	1.01	1	1.16	1.07	1.01	0.94
567	0.93	1.13	0.94	0.88	1.03	1.14	0.93	0.94
568	1.32	1.13	1.66	1.68	1.13	0.93	2.61	0.86
569	1.03	0.9	1.01	0.96	1.01	0.9	0.84	0.99
570	1.24	0.9	1.18	1.01	0.91	0.95	1.18	1.09
571	0.9	1.13	0.91	0.9	0.96	1.11	0.98	0.99
572	1.11	0.9	0.93	1.12	0.92	1.01	1.84	1.17
573	0.96	1.13	0.98	1.01	1.1	1.06	1.05	0.95
574	1.11	1.13	1.02	0.99	0.92	1	1.11	1.03
575	0.91	0.9	0.94	0.88	1.02	0.84	0.91	1.02
576	1.22	1.13	1.35	1.5	0.91	0.87	2.13	0.89
577	1.05	0.9	1.09	1.07	1	0.96	0.95	0.96
578	1.03	0.9	1.01	1.03	1.12	1.04	0.8	1.01
579	1.01	0.9	0.96	1.03	0.81	0.75	1.2	1.37
580	1.04	0.9	1.29	1.41	1	0.85	1.43	0.87
581	0.78	1.13	1.06	0.85	0.83	1.05	0.87	0.84
582	0.96	0.91	1.23	0.99	1.08	1	0.89	1.03
583	1.03	0.91	1.29	1.42	0.97	1.02	1.21	0.99
584	1.18	1.13	1.11	0.87	1.04	0.87	1.17	1.1
585	0.91	0.91	1.09	1.13	1.01	0.75	0.86	0.92
586	1.01	1.13	0.99	0.9	1.1	1.02	1.09	1.01
587	1.21	1.13	1.24	1.13	1.08	0.95	1.37	0.96
588	1.08	0.91	1.36	1.37	0.99	0.86	1.49	0.9
589	1.04	0.91	0.99	0.92	0.95	0.97	0.8	1.05
590	1.01	0.91	0.81	0.94	0.9	0.96	0.88	1
591	1.33	1.13	1.17	1.49	0.85	0.78	1.38	1.3
592	0.86	1.13	0.88	0.78	0.99	1.01	0.76	1.01
593	0.99	0.91	1.07	1.11	1.02	0.89	1.1	0.96
594	1.02	0.91	1.23	1.13	0.88	0.97	1.19	0.97
595	0.97	1.13	0.98	0.99	1.09	1.08	0.88	0.99
596	1.1	1.13	1.15	0.93	0.74	0.8	0.76	1.14
597	1.04	1.13	1.13	1	0.97	0.91	1.06	1.02
598	1.44	1.13	1.13	1.13	0.96	1.02	0.86	1.03
599	0.96	0.91	0.95	1.08	1	1.04	1.04	1.06
600	1.1	0.91	1.43	1.42	1	0.86	1.77	0.84
601	1.05	0.91	0.92	1.01	1.04	0.95	0.94	1.14
602	1.13	1.13	1.09	1.1	1.08	1.03	1.17	1.01
603	1.06	0.91	1.01	1.08	0.99	0.95	0.55	1.14
604	1.16	0.91	1.46	1.38	1	0.89	1.63	0.86
605	0.9	1.13	1.04	1.05	0.84	0.95	0.98	1
606	1.44	1.13	1.28	1.44	1.23	0.85	1.03	1
607	0.94	1.13	1.02	0.97	1.13	1.08	0.84	0.97
608	0.96	1.13	1	0.99	1.08	1.03	0.97	0.99
609	1.23	1.13	1.23	1.45	0.98	0.82	0.9	1.17
610	0.97	0.91	1.09	0.96	0.92	0.97	1.08	1.03
611	0.98	1.13	1.08	1	1.03	1.03	1.01	1.05
612	1	1.13	1.07	1.07	1.08	0.99	0.97	1.02
613	1.05	0.91	1.14	1.01	0.96	0.99	1.22	0.96
614	1.05	0.91	1.09	1.04	1.06	0.78	1.33	1.07
615	0.96	0.91	1.02	1	0.94	0.89	1.22	1.02
616	1.01	1.13	1	1	1.04	0.93	0.9	1.03
617	0.91	1.13	0.99	0.85	1.24	1.29	0.83	1
618	0.82	0.91	0.88	1.22	0.91	0.89	1.29	0.9
619	0.91	0.91	0.94	1.04	0.97	0.8	1.19	0.95
620	1.02	0.91	0.91	0.97	0.83	0.93	0.91	1.01
621	1.05	0.91	0.92	1	1.05	0.97	0.89	0.94
622	0.91	0.91	1.02	1.01	1.1	0.98	1.12	0.82
623	1.08	0.91	1.03	1.05	1.03	1.07	0.82	1.07
624	1.02	1.13	0.99	0.94	1.04	1.09	1.05	0.99
625	1.02	1.13	0.95	0.89	1.04	1.12	1.11	1.12
626	0.91	1.13	0.91	0.89	1.06	1.14	0.83	0.92
627	1	1.12	0.95	0.89	1	1.04	0.81	0.97
628	1.03	1.12	1.01	0.98	1.08	1.09	1.05	1
629	1.24	0.91	1.18	1.22	1.09	0.95	1.22	1.1
630	0.92	1.12	0.99	1.03	1.2	1.03	0.82	0.93
631	1.04	1.12	1.07	1.1	0.97	1.11	0.87	1.15
632	1.05	0.91	0.97	1.16	0.99	0.93	1	1.02
633	0.91	0.91	0.91	0.94	1.02	0.95	1.03	0.95
634	0.83	0.91	1.07	0.78	1	0.95	0.76	1.05
635	1.12	0.91	1.38	1.38	1	0.87	1.65	0.86
636	0.97	0.91	0.99	1.09	0.96	0.99	1.06	0.94
637	0.94	1.12	1.03	1.02	1.17	1.04	1.04	0.96
638	0.93	1.12	0.89	0.84	1.08	1.1	0.75	0.94
639	1.1	0.91	1.43	1.35	1.04	0.88	1.62	0.89
640	1.03	0.91	1.3	1.3	0.99	0.92	1.39	0.91
641	0.91	0.91	0.95	0.8	0.95	1.11	0.94	1.02
642	0.77	1.12	1.03	0.83	1.23	1.04	0.88	1.05
643	0.95	0.91	1.03	0.92	0.87	0.88	1.01	1.11
644	1.02	0.91	1.02	1.09	1	0.99	0.76	0.99
645	1.07	0.91	1.17	1.08	1.03	0.96	1.1	0.98
646	0.95	0.91	1.1	0.92	1.01	0.9	0.82	1.01
647	0.98	0.91	1.02	0.95	1.06	1	0.87	1.04
648	1.02	1.12	1.12	0.94	0.76	1.11	1.15	1
649	0.98	1.12	1.01	0.99	1.09	1	0.89	0.96
650	0.9	0.91	1.09	1.17	0.97	0.86	1.18	1.11
651	0.98	1.12	0.93	0.94	1.01	1.1	0.89	1.02
652	1.04	1.12	0.93	1.11	1.01	1.06	1.02	0.98
653	0.82	0.91	0.91	1.09	0.99	0.9	1.48	0.95
654	1.08	0.91	1.37	1.36	0.97	0.89	1.58	0.85
655	1.5	1.12	1.13	0.99	1.09	1.04	1.48	1.14
656	1.06	0.91	1.05	1.18	1.64	0.99	0.91	1.01
657	0.89	1.12	0.91	0.93	1.08	0.99	0.73	0.84
658	0.72	1.12	0.94	0.83	1.02	1.18	0.91	1.15
659	0.86	1.12	0.7	0.86	0.96	1.16	0.81	0.69
660	0.91	1.12	0.83	0.79	1.09	1.2	0.77	0.87
661	1.05	1.12	1.2	0.99	1.32	1.02	1.03	0.99
662	0.91	0.91	0.94	0.87	1	1.02	0.85	1.16
663	0.89	1.12	1.01	1	1.11	1	1.07	1.06
664	1	1.12	1.1	1.02	1.02	1.1	0.9	1.01
665	0.94	0.91	0.91	0.98	0.97	1.04	0.96	0.95
666	1.1	0.91	1.08	0.89	1.01	1.14	1.14	1.01
667	0.95	1.12	0.97	1.01	1.05	1.13	0.85	1
668	1.11	0.91	1	1.03	0.9	1.04	1.08	0.86
669	0.96	1.12	1	0.95	1.04	1.09	0.79	0.99
670	1.07	1.12	1.02	0.88	1.07	0.98	0.83	0.99
671	1.09	0.91	1.52	1.49	1.08	0.9	1.4	0.81
672	1.19	0.91	1.1	1.03	0.83	0.79	1.4	1.08
673	1.01	0.91	1.01	0.92	0.96	1	0.94	1.03
674	0.95	1.12	1.01	1	1.1	1.13	0.94	0.98
675	1.89	1.12	1.14	1.27	0.86	0.98	1.01	1.2
676	1.03	1.12	0.81	0.92	0.89	0.76	0.77	1.02
677	0.95	1.12	0.97	0.98	1.12	1.04	0.89	0.96
678	1.09	1.12	1.03	1.18	1.01	1.03	0.98	1.01
679	1.09	1.12	1.12	1.13	0.99	0.88	0.94	1.15
680	1.21	0.92	1.42	1.33	1.08	0.85	1.56	0.87
681	1.05	0.92	1.04	1.1	0.99	0.99	0.95	0.98
682	1.16	1.12	0.93	1.18	0.86	0.82	0.92	1.36
683	1.29	0.92	0.89	1.54	0.71	0.89	1.12	1.26
684	1.09	0.92	1.41	1.36	1	0.89	1.44	0.86
685	1.07	0.92	0.99	1.04	0.98	1.08	0.99	1.01
686	1.01	0.92	1.05	1.02	0.94	0.98	0.99	0.93
687	0.9	1.12	1.11	0.9	0.99	0.99	1.01	1.01
688	0.94	1.12	0.92	0.85	1.02	1.03	0.81	0.98
689	0.95	0.92	0.97	0.84	1.02	1.02	0.84	1.02
690	0.87	0.92	1	0.83	1.1	0.97	1.04	0.85
691	0.9	1.12	0.9	0.88	1.03	1.09	0.84	1
692	0.94	1.12	0.98	0.98	1.12	1.03	0.86	1.09
693	0.74	1.12	0.98	0.98	0.99	0.9	0.91	1.03
694	1.14	0.92	0.99	0.76	0.77	1.83	0.95	0.97
695	1.04	1.12	1	0.92	0.99	1.1	0.93	1
696	0.99	1.12	1.21	1.17	0.78	0.84	1.65	1.07
697	1.01	1.12	0.95	1.04	0.98	0.96	1.03	0.97
698	0.94	1.12	0.75	0.86	1	1.07	0.86	0.92
699	1.05	0.92	0.96	0.96	1.1	1.15	0.94	0.94
700	0.96	0.92	1.35	0.86	0.84	1.06	0.79	1.06
701	1.02	1.12	1.03	1.01	1.02	1.01	0.86	1.03
702	1.02	1.12	1.03	1.1	0.92	1.06	1.05	1.07
703	1.13	0.92	1.41	1.36	1.01	0.87	1.59	0.85
704	0.99	1.12	0.98	1.03	1.04	1.01	0.76	1
705	0.96	0.92	1.17	1.11	1.05	0.92	1.11	0.92
706	1.07	1.12	1.17	1.08	0.99	0.96	1.34	0.97
707	1.11	0.92	1.37	1.4	0.95	0.84	1.65	0.83
708	0.9	0.92	0.93	0.98	1.04	0.9	1.08	0.89
709	1.04	0.92	0.98	1	0.99	0.98	1.06	1.04
710	1.08	1.12	1.13	1.03	1.01	0.95	0.99	1.03
711	1	1.12	0.98	1	1.07	0.89	0.89	0.99
712	1.03	0.92	1.04	1.22	0.8	0.97	1.04	1.08
713	0.91	1.12	0.88	0.89	1.12	1.26	0.83	0.89
714	0.85	1.12	0.86	0.79	1.08	1.07	0.91	1.02
715	0.98	1.12	0.94	0.86	1.09	1.03	1.01	1.05
716	1.06	0.92	1.25	1.22	1.04	1.01	1.14	0.97
717	0.84	0.92	0.92	0.98	0.92	0.86	1.11	0.88
718	0.98	0.92	0.86	0.92	0.89	0.88	0.87	1.07
719	0.84	1.12	0.95	0.92	1.03	1.2	0.89	0.98
720	0.93	1.12	0.95	0.87	1.03	1.12	0.89	0.97
721	1	0.92	0.97	0.95	0.98	0.98	1	1.07
722	1	0.92	0.82	1.02	1	0.97	0.98	1.01
723	1.1	0.92	1.08	1.04	1.08	1.07	1.05	1.04
724	1.1	1.12	1.04	1.09	1.03	1	1.2	1.23
725	0.93	1.12	0.96	0.97	1.27	1.07	1.01	0.91
726	1	0.92	0.93	1.01	0.98	0.93	0.97	0.93
727	1.06	0.92	0.99	1.15	0.88	1.04	1.17	1
728	0.95	0.92	0.99	0.89	1.15	1.06	0.96	0.89
729	0.93	1.12	0.98	1.01	1.16	1.05	0.93	0.96
730	0.95	1.12	0.98	0.96	1.21	1.07	0.8	0.95
731	1.04	1.12	1.01	0.92	1.09	0.94	0.84	0.85
732	1.02	0.92	0.93	0.93	1.09	1	1.01	1.12
733	0.9	0.92	0.87	0.83	1.09	1.03	0.87	0.94
734	1.32	0.92	1.15	1.32	1.09	1.3	0.87	1.04
735	0.81	0.92	0.86	0.83	1.08	1	0.74	0.9
736	1.03	1.12	0.93	1.18	1.01	0.87	1	0.89
737	0.89	1.11	1.02	0.89	1.1	1	0.98	0.96
738	0.95	1.11	1.06	1.12	0.92	0.92	0.81	1.08
739	1.04	0.92	1.24	1.02	1.04	1	0.97	1.07
740	1.06	0.92	1.34	1.38	1.01	0.88	1.7	0.89
741	1.02	1.11	1.1	1.15	1.16	1.02	1.51	1.06
742	1.08	1.11	1.01	0.93	0.92	1.1	0.78	0.94
743	1.2	0.92	1.16	1.12	1.1	0.99	1.06	0.96
744	1.09	0.92	0.86	1.01	0.88	0.95	0.95	1.02
745	0.93	1.11	0.99	0.99	1.15	1.06	0.76	0.97
746	1.21	0.92	1.12	1.1	0.94	0.99	1.12	1.14
747	1.04	1.11	1.03	1.05	1	0.93	0.97	1.04
748	1.01	0.92	0.9	1.18	0.87	0.88	1.18	1.02
749	0.98	0.92	0.91	0.94	0.88	0.94	1.03	1.04
750	0.98	0.92	0.89	0.81	0.86	1.13	0.9	0.85
751	0.87	1.11	0.93	0.81	0.94	1.05	0.87	1.04
752	0.99	0.92	0.98	1.04	1.09	1.02	1.22	1.02
753	0.89	0.92	0.99	0.86	1.04	0.95	1.2	0.84
754	0.95	0.92	1.09	0.98	1.11	0.96	1	1
755	1.07	0.92	1.39	1.37	1.02	0.88	1.58	0.84
756	0.99	1.11	1.01	1.12	1.13	0.88	1.08	0.91
757	0.94	1.11	1	0.99	1.09	1.08	0.93	0.95
758	1.15	1.11	1.12	1.5	0.67	0.88	1.53	1
759	0.96	0.92	0.98	0.96	0.95	0.93	1.1	0.94
760	1.25	1.11	1.14	1.05	0.74	0.83	0.97	1.17
761	1.06	1.11	1.07	1.02	0.95	0.83	0.82	0.95
762	0.99	0.92	0.98	1.01	0.97	0.98	0.88	1.05
763	0.93	1.11	0.97	0.81	1.1	1.19	0.99	1.04
764	0.9	0.92	1.22	1.05	0.97	1.02	0.92	1.02
765	0.93	1.11	0.97	1.04	1.2	1.11	0.89	1.06
766	1.39	0.92	1.1	1	1.05	0.96	0.89	1.07
767	0.99	0.92	1.03	0.89	1.05	0.97	1.1	0.85
768	0.98	0.92	1.15	1.32	0.91	0.86	1.32	1.09
769	1.03	0.92	1.04	1.07	0.98	1.01	0.9	0.93
770	0.96	0.92	1.14	1.03	1.01	0.92	1.08	0.92
771	0.91	1.11	1.07	0.85	1.09	1.1	0.96	1.05
772	1.12	1.11	0.98	1.18	1.39	1.04	1.05	1.11
773	1.22	1.11	1.13	1.23	0.83	0.87	1.12	0.92
774	0.9	1.11	0.89	0.9	0.9	1	0.91	0.96
775	1.08	0.92	0.96	0.95	0.89	0.95	0.88	1.06
776	0.47	0.92	0.89	1.07	1.02	1.03	0.94	1.04
777	1.03	0.92	1.08	1.04	1.01	0.99	1.03	1
778	0.96	1.11	0.96	0.98	1.07	1.22	0.88	0.98
779	1.23	1.11	1.15	1.57	1.13	0.85	1.16	0.89
780	0.98	1.11	0.98	0.99	1.02	0.95	1.09	1.09
781	0.91	0.92	0.95	0.76	1.14	0.93	0.68	0.96
782	1.02	0.93	0.96	1.12	1.04	1.01	0.99	1
783	1.12	0.93	1.44	1.47	1.04	0.9	1.78	0.88
784	1.02	0.93	0.99	1.06	0.88	0.84	0.9	1.05
785	1.03	1.11	0.96	1.1	1.01	1	0.95	1.06
786	0.76	0.93	0.88	1.07	1.03	0.89	1.05	1.03
787	0.91	1.11	1.12	1.26	1.12	1	1.36	1.08
788	1.01	1.11	1.05	0.94	0.99	1.03	0.96	0.99
789	0.93	1.11	0.77	0.89	0.92	0.97	0.82	1.06
790	1.25	0.93	1.39	1.23	0.97	0.88	1.14	0.88
791	0.94	0.93	0.92	0.94	0.99	0.94	1.14	0.92
792	1.12	1.11	0.98	0.92	1.09	0.97	1.01	1.11
793	0.96	0.93	1.03	1.05	1.01	1.02	1.05	1.08
794	0.81	0.93	0.91	0.75	1	1.05	0.82	0.79
795	0.93	0.93	1	0.9	0.99	0.87	0.95	1.01
796	0.89	1.11	0.97	0.91	1.11	1.06	0.73	0.95
797	1.02	0.93	1.02	1.16	0.97	0.92	1.21	1.02
798	0.91	1.11	0.89	0.83	1.05	1.15	0.87	0.93
799	0.94	1.11	1.01	0.94	1.08	1	0.91	0.94
800	1.04	1.11	0.95	1.01	0.96	0.96	1.11	1.09
801	0.99	0.93	0.99	0.86	0.97	0.81	0.88	1.03
802	0.97	1.11	0.97	0.96	1.08	1.15	0.87	0.89
803	1.27	1.11	1.04	1.09	1.04	1.05	1.02	0.84
804	1.08	0.93	1.47	1.35	0.98	0.9	1.69	0.86
805	0.89	1.11	0.92	0.89	1.04	1	0.86	0.99
806	1.04	1.11	1.07	1.06	1.03	1.02	0.92	1.1
807	0.74	1.11	0.99	0.97	1.05	1.03	0.91	0.96
808	1.06	1.11	1.05	1	1.15	1.06	0.94	1.02
809	1.08	0.93	1.15	1.01	0.97	0.99	0.84	0.89
810	0.95	0.93	1.15	1.19	1.04	1	1.18	1
811	1.08	1.11	1.17	1.07	0.98	0.98	0.95	1.11
812	1.1	0.93	0.86	0.97	1.04	1.27	0.95	0.95
813	1	1.11	1	0.96	0.98	0.95	0.86	1.08
814	0.93	1.11	0.99	0.94	1.15	1.05	0.91	0.93
815	1.04	0.93	0.93	1.28	0.94	0.8	1.07	0.98
816	0.97	0.93	0.98	1	1.03	1.01	0.85	0.92
817	0.94	0.93	0.88	0.93	0.79	0.82	0.96	0.84
818	0.97	1.11	1.45	0.82	0.8	0.95	0.76	0.75
819	1.13	1.11	1.07	0.94	0.88	0.97	1.08	1.1
820	0.96	0.93	1	0.9	0.98	0.85	0.78	1.03
821	1	0.93	0.99	1.03	1.06	0.98	0.91	0.91
822	0.96	1.1	1	0.95	1.04	1.06	0.97	0.99
823	1.05	1.1	0.97	1	0.94	1.01	0.94	0.98
824	1	1.1	1.04	0.94	1.01	1.01	1.02	0.96
825	1.41	1.1	1.45	1.82	0.98	0.88	2.55	0.87
826	1.17	0.93	0.96	1.29	0.7	0.79	1.83	0.99
827	1.08	0.93	0.97	1.08	0.88	1.06	0.98	1.11
828	1.01	1.1	0.91	0.81	1.05	1.16	0.85	0.95
829	0.95	0.93	0.88	0.94	0.94	0.94	0.86	0.9
830	1.01	1.1	1.05	0.92	1.05	1.05	1.02	0.93
831	1.07	1.1	0.97	0.91	1.03	1.04	0.92	1.02
