	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Efr3a	0.725990645	0.780368301	0.934865953	0.709722222	0.964571082	0.971160887	0.976465495	1.039027866	0.937741615	1.000976035	0.967271578	0.988202203	1.138537718	1.187179442	1.133501064	1.266141588	1.339915581	1.182985269	1.202255564	1.071235103	1.149645467	0.879603196	0.975525114	0.969410086	0.803700193	0.969347114	0.893860946	0.930102092	1.000085617	1.000807698	1.165219825	1.057228883
Cstf2	1.018897369	1.05699534	0.958557929	1.032286926	1.000469902	0.980661956	0.895228832	1.074773625	1.041579038	1.065069534	1.136070696	0.97801657	1.061771295	0.997201167	1.175333267	1.112437706	1.033684183	1.069884407	1.095062971	1.112085806	0.984083699	1.24924709	1.127368421	1.104188443	0.98096587	1.111655269	0.940592732	1.139005848	1.076052407	1.110523713	0.937613626	0.996197195
Clic5	1.023471856	1.026202958	0.945078924	0.967099511	0.926141624	0.898595406	0.966022295	0.933869161	0.977608268	0.999792619	1.075833741	0.967108559	0.916952738	0.956960038	0.920662123	0.964025584	0.917630798	0.978622868	0.934737946	0.966486545	1.187747581	1.210486555	1.246675555	1.187701842	0.98008203	0.931192275	1.019061039	0.984951661	1.121721325	1.13739831	1.187828193	1.124659446
Dock9	1.060281498	1.123946606	0.987551064	0.948702186	1.022125094	0.99377633	1.005478738	0.999175137	0.996230651	0.985804951	0.953314953	1.243488582	1.04711194	1.036981234	1.075193646	1.026387452	0.983547604	1.051228814	1.035544971	1.041331901	1.112810378	1.146751662	1.058084887	1.045766093	0.996948936	1.093400961	0.942072294	1.216964305	1.038573448	1.079648878	0.960086584	1.029804845
Srrm2	1.001556749	1.04636443	0.892454016	1.05780145	0.976126209	1.005380178	0.97225596	0.998419037	1.112812478	1.050581081	1.063729074	1.03557677	1.001745732	0.91689258	1.108251363	1.06271877	1.036014751	1.13339108	1.063408028	1.154353319	1.002291646	1.115030672	1.040544266	1.129461606	0.847400702	1.054303007	0.887666495	1.132211349	1.031140183	1.041405611	0.964385849	1.080486949
G3bp1	0.999594881	1.013035895	1.019296812	1.016196152	1.048690232	0.993259602	1.001136812	1.029839723	1.032939073	1.048997802	1.050205207	1.150124229	1.050898046	1.054566086	1.14996232	1.074641942	1.063454552	0.977465475	1.022996923	0.99869578	0.993967168	0.91969406	0.975947732	0.90539556	1.074451357	0.93516669	0.938611289	0.975470153	1.047073081	1.043354401	1.043248548	1.077972151
Eef1d	1.076145971	0.955295997	1.015911101	1.010370551	1.045722663	0.954802255	1.048069835	0.941721283	0.980113364	0.983152283	1.028107412	1.018662512	0.937940913	0.960609145	0.972426102	0.936515299	0.937591411	0.912739718	0.925184774	0.95613732	0.904199678	0.961883737	0.916991385	0.969096582	1.072710432	0.964376553	0.973248692	1.002903134	1.163528617	1.076643854	0.996602935	1.081803986
Caprin1	0.990329187	0.990965543	0.937484368	1.015734455	1.024151636	0.982572561	0.953964637	1.04219291	1.070569593	1.106691249	1.09256663	1.067744127	1.002302231	1.059695175	1.107911416	1.054698628	1.017648374	0.971429618	1.028300595	0.983180004	1.046592162	0.920326712	1.053413499	0.998561728	0.956123145	0.887411106	0.900887768	1.039947392	1.080453153	1.057614243	1.0051842	1.046213375
Sec61b	0.968644943	0.933602777	0.950403435	1.017125604	1.006715083	0.988432144	0.936317503	1.048486246	1.018896747	1.085743936	0.987609828	0.919929174	0.923267995	0.883886293	1.04023954	1.000313773	1.096889904	1.008579251	0.920490599	0.924914033	0.9219934	0.850483269	0.839328172	0.796488644	0.920456748	0.842338149	0.903113836	0.990149381	1.109298191	1.193753364	1.000976771	0.997830691
Serpine2	1.019841569	0.876600048	1.011762011	0.821901214	1.351513318	1.701415015	2.255786231	0.921668361	0.784637586	0.780998347	0.73015218	0.635745907	0.9608944	1.099152527	0.720893333	0.928357111	1.332993235	1.081035073	0.82640281	0.867051778	0.866486032	0.706064938	0.878346956	0.876146039	1.193610896	1.03764142	1.330199419	1.554009391	1.089059907	1.266626265	1.19905093	0.813525436
Opa1	1.023023306	1.032172694	1.111007755	0.992496293	1.053436687	1.243811518	0.991304175	1.294185938	0.979076656	0.980539926	0.931062164	1.028821838	0.993606368	0.998724353	1.029910488	0.978839614	1.127983815	1.111577749	1.060111187	1.071125865	0.923135685	0.850191565	0.889616126	0.889326137	1.041736599	0.973539602	1.094443134	0.982332883	0.934902866	0.891148365	1.061592606	1.154750117
Csrp3	0.983818575	0.894868813	0.893253629	1.062324324	0.955010289	0.781233878	1.026924146	0.700441019	1.057818328	1.117688228	0.944998101	0.985652435	1.093550141	1.123596821	1.030095466	0.944290763	0.745011454	0.706438305	0.682405966	0.880545569	0.775846655	0.802968524	0.790168263	0.685815086	1.518839719	1.389146984	1.536583447	1.295460916	1.37854589	1.174695001	1.082506541	1.222380448
Hnrnpdl	0.913952685	0.97534453	0.93434622	1.024837063	0.948449335	0.99555087	0.933788082	1.000523543	1.014244973	0.891105265	1.109832475	0.955949321	0.913353348	0.87443055	1.14525414	1.114947565	1.17545156	1.158181407	1.178836508	1.15046542	1.153321507	1.170115333	1.190372731	1.078819366	0.736964981	1.007563415	0.744486041	1.04844513	0.841964424	0.820281614	0.891243613	0.840952828
Fermt2	1.023149365	0.954136933	1.168239783	1.01210212	1.009692145	1.003462661	1.011292056	0.992094489	0.96434488	1.01429449	0.944203986	0.975453868	1.074439822	1.024994927	1.047181899	1.014794364	0.946332133	0.895748292	0.927981505	0.897939838	1.220382757	1.138549288	1.199684927	1.144006457	1.016045979	1.131638835	1.142044244	0.92208322	1.080841755	0.933027033	1.029746843	0.949109112
Nppa	0.924044416	0.824329423	0.792959163	0.92460724	0.8233658	0.910498035	1.103067301	0.701013081	0.950273475	1.006924605	1.165610503	1.193962674	1.043060489	0.878974762	1.097150492	1.070776716	0.942517567	1.370955238	1.154216396	0.713096716	0.881191858	1.002183845	1.02101804	0.827491626	0.830826237	0.95759527	0.92084719	1.145697384	1.265033723	1.027678769	1.221914459	1.496357605
Khdrbs1	0.984662407	1.080164532	0.981187731	1.075566158	0.990633396	0.927491433	0.943450857	1.052257795	1.029978104	0.894119172	1.079762925	0.876008693	0.87147163	0.853639682	1.001207673	1.030982987	1.007924051	1.004226284	1.054971127	1.064651817	1.023365622	1.209580407	1.153106388	1.1337756	0.885175602	1.027899039	0.873977737	1.042096792	0.943122643	0.986462194	0.876792921	0.922535161
Tmem201	0.952922832	1.090433404	0.924843647	0.958245008	1.004672163	0.965494716	0.98188943	1.067800214	1.004698351	0.942041438	1.043962256	0.840256054	1.030692972	1.017792048	1.218035926	1.217587522	1.125334607	1.286688259	1.286316662	1.136385267	1.138086375	1.180871157	1.216190518	1.224121772	0.830139904	1.144091962	0.848723619	1.128016833	0.990188602	1.035733442	0.94498516	0.900592179
Hmgn2	0.787083009	0.977592566	0.749835273	0.910259924	0.964109298	0.952627606	0.925239119	1.068850763	0.893439677	0.774800144	0.991899703	0.743288605	0.843887238	0.890592472	1.216417478	1.241694246	1.000607987	1.039140364	1.063000464	1.155873536	1.038667723	1.10481595	1.087921556	1.134525586	0.715875176	0.97435056	0.796308544	1.094150708	0.915107027	1.07163288	0.880813157	0.944058169
Chid1	1.083396856	1.059889381	1.05113621	1.044531505	0.98325716	0.765115186	0.892257615	0.847941642	0.909615284	0.983414316	0.819723233	0.740352394	0.920278908	1.077265127	1.01596516	0.8672924	0.955335609	0.830739323	0.955387868	1.042428715	1.455126144	1.719603242	1.797867522	1.713315522	1.052555591	1.115821544	0.960971474	1.136356864	1.009037347	0.978337778	0.831493429	0.841928791
Srpra	1.024197576	0.990794718	0.919809815	0.98853809	1.023280307	0.95027896	0.925329286	1.039031182	0.973580871	0.954797388	0.952946106	0.937106993	1.000831833	1.015954027	1.107711765	1.092385467	1.069009399	1.090522754	1.100004483	1.092273095	1.095030518	1.092600918	1.049484824	1.062269933	1.023123988	1.059842968	0.980678643	1.206256546	1.036512426	1.025208911	1.009986688	1.003932403
Flii	0.962190861	0.963351394	1.000125059	1.010102774	1.018712868	0.969967185	1.049688597	0.929801966	1.159868145	1.075847799	1.06218114	1.082019562	0.850416872	0.871070653	0.911985034	0.927001251	1.23750971	1.126901575	1.141742441	1.147018693	1.035147078	1.143138946	1.094184381	1.052997146	0.774426854	0.851704136	0.892323785	0.977728046	1.15024114	1.101234066	1.07998994	1.053354308
Srp14	0.91569509	0.959836994	1.067373086	0.982090486	0.987427382	1.078763155	1.119998244	1.02941122	0.842281034	0.97777317	1.030514092	1.037169323	1.008870634	0.998448359	1.071969564	1.028338404	1.038911382	1.095513141	0.973054533	0.987415198	1.043954088	0.961111122	0.961276089	1.056672983	0.978390984	0.952304839	1.219954225	0.995897303	1.036375424	1.047340215	1.100167076	1.074639288
Ppp2r5c	0.829976815	0.73547403	0.890713578	1.035891938	0.99648595	1.15934594	1.091732575	1.054209435	0.945450506	1.02357634	1.216332104	1.075913625	0.928584325	0.916321036	0.973616372	0.949397536	0.977809362	1.240398433	0.975841407	1.065110693	0.860141882	1.054323907	0.994691135	0.947889701	0.80974642	1.089045291	1.20395736	1.010070967	1.21079881	1.125982302	1.239381734	1.007255338
Eftud2	0.963321074	1.067115481	1.002096976	1.030390888	0.995434986	0.9695134	0.962824423	1.081199052	0.968003615	0.982196932	1.035485254	0.983548975	0.990788911	0.924267102	1.031987933	1.124399965	1.033925577	1.062468702	1.092527513	1.114516959	1.051886937	1.188767822	1.146640887	1.191169011	0.963125667	1.04711675	0.972934294	1.071607556	0.955051157	0.976218317	0.909877218	0.875158404
Kctd12	1.004877984	0.91631616	0.937394567	0.926716625	1.008580693	1.002213234	1.038757304	0.962926847	1.049934744	1.030901796	1.029138932	1.116375926	0.939753604	1.056278611	1.081946467	1.020958612	0.94261367	0.957155766	0.959765713	0.866483111	1.33604579	1.299152794	1.357613729	1.282270933	0.903795795	0.847100033	1.008588109	1.018340533	0.96673765	0.919028734	0.973776147	0.996136382
Hspa4l	0.74457224	0.854330412	0.925909947	0.929840033	0.903445137	1.0787809	0.948357162	1.113445104	1.092488004	0.810229962	1.017361652	1.055096735	0.943856413	0.96633532	0.897459297	1.15683434	1.134178418	1.060026918	1.218303106	1.224027741	0.892223914	1.133278176	1.047647184	0.962156671	0.881809198	1.090686054	1.080994736	1.027699585	1.043427696	0.969819023	1.029022542	1.170251946
Arhgap10	1.149020095	1.15274308	1.199160558	1.100041667	1.175171804	1.018888426	1.069118181	1.115160703	1.116812058	1.021756519	1.00662712	1.031531999	1.050552979	1.023659548	0.847215646	0.970665125	1.091741613	0.908550715	0.957808277	0.935861051	1.319388246	1.078446012	1.085880822	1.104518792	1.168765126	0.99247149	1.067957629	1.147036036	1.226855291	1.309706446	1.164043709	1.052048455
Psmb1	0.979213782	0.947280956	1.009294376	0.97813462	0.919160594	0.99679097	1.001437944	0.906150079	1.003948748	1.033864382	1.052051003	1.089541075	0.962220431	1.010551603	1.061851341	0.989565783	0.89831495	0.956578708	0.967788757	1.060513697	1.03223066	1.105224961	0.954880545	0.980642072	0.875105639	1.037901607	1.052546768	1.017180969	1.064600838	1.095749663	0.939280445	1.111576789
Gpi	0.904634	0.852984432	0.983810853	0.792358821	1.038241511	0.963327438	0.715999427	1.276883325	0.924259952	0.922669708	0.98726094	0.662109368	1.016349634	1.501883064	1.132804891	1.125786144	1.161563253	1.196230921	1.026813278	0.721825148	0.997688561	0.686934691	0.736474758	0.770023325	0.949396552	0.997461379	1.052369866	1.064840553	1.527883506	1.009246606	1.545073692	1.026082857
Lyar	0.913698653	0.986628371	0.901800296	0.93066639	0.95943901	0.997028077	0.898159096	1.1365234	0.931324987	0.895253533	1.069711371	0.782398819	0.812000996	0.840200938	0.902320195	1.054505016	0.911483076	0.955238701	0.991562479	1.051184404	0.876327983	0.928328606	1.009038534	1.019368325	0.849674882	1.047296692	0.979149509	1.175993605	0.949703509	1.022917519	0.838152692	0.961711662
Atxn2	1.116483533	1.074601023	0.896559045	1.010405715	0.99503241	0.988910947	0.951121003	1.024370718	1.08881955	1.044337705	1.073312905	1.057603843	0.980138094	0.95946054	1.062210392	1.025904709	1.029852428	1.02944232	1.102860862	1.07381665	1.093409421	0.960449508	1.03186629	1.000318734	0.924366843	0.871993505	0.813930482	1.032702251	1.013705812	1.038481883	1.047382011	1.045821293
Pnn	0.98046131	1.056817332	0.975534206	1.092647693	0.981452984	1.014150643	1.013736618	1.061555511	1.00791449	0.936442122	1.010537561	0.848881838	0.876265405	0.967627153	1.085848889	1.129658628	0.988032399	1.073826623	1.090274379	1.143262801	1.089591112	1.353089969	1.221900796	1.207731687	0.909588327	1.038945042	0.92192033	1.0932741	0.994750702	0.953152931	0.878864179	0.969773653
Dnajc15	0.908249259	0.854563866	1.098886174	0.911828086	0.843881414	0.796231522	0.737242816	0.968269094	1.033603814	1.242750677	1.085882816	1.177576708	0.942538257	1.052160104	0.993712565	1.011786404	0.87523721	0.779340929	0.912629825	0.86288411	1.005516951	1.108571218	1.021850253	1.030417352	1.042699721	0.99210186	0.948541701	1.010541489	1.178106075	1.03614791	0.99047065	0.975088245
Ago2	0.981843681	1.037729586	1.031059663	1.05096767	0.99883618	1.055549821	1.054420617	0.991396549	0.977613429	0.913150269	1.002988501	1.148161609	1.000672059	1.104489024	1.205588803	1.150790424	1.065257037	1.131313908	1.179260429	1.135680597	1.104859291	0.887892516	1.046852165	0.995155577	0.851721948	0.889855293	0.895568005	0.957174114	1.078107432	1.068856402	1.08355692	1.06523533
Hnrnpa2b1	0.916998791	1.009854014	0.928883887	0.987459878	0.995858619	0.948918016	0.939873516	1.082297265	1.036514016	0.893104673	1.072153786	0.923835028	0.888888287	0.920011462	1.132221335	1.108330652	0.972766295	1.034069326	1.074133882	1.120078019	1.111964702	1.190801012	1.234872465	1.172485497	0.839182898	1.03509056	0.808003547	1.087746654	0.866934039	0.869870354	0.831795528	0.872026631
Son	1.014873391	1.036354234	0.96018654	0.980322529	1.014267545	0.924412298	0.935515514	1.080216555	0.942451331	0.981730009	0.955414417	0.891678926	0.894399329	0.940559446	1.000917913	1.065931613	0.994392975	1.023163755	1.063770165	1.121165096	1.08283719	1.14098395	1.126949163	1.129852702	0.963784572	1.040932571	0.98109522	1.107280211	0.972473972	1.013115381	0.95383388	0.965739452
Snu13	0.922165936	1.027862199	0.871135073	0.961185597	0.983946072	0.942658799	0.909412036	1.009597952	1.105045703	0.958077318	1.166252964	1.054537163	0.882781962	0.879791435	1.036133729	1.070308562	0.91888363	0.994621464	1.032305253	1.021370728	1.006127463	1.140971046	1.143321948	1.173331753	0.877587855	1.071648583	0.99212307	1.065399915	0.894078553	0.955538888	0.877961849	0.899164493
Nolc1	0.967124574	1.029154796	0.821045115	0.920278781	1.017216756	0.92312732	0.913300261	1.01957182	1.202542916	1.06095228	1.257474715	1.074422624	0.937879826	0.970714055	1.145623191	1.17060703	0.903951627	0.903633513	1.036230912	1.018549669	0.915631813	1.001221919	1.029628453	1.052084909	0.990270873	1.014056904	0.889513277	1.18478057	1.058275344	1.070263321	0.905286349	1.062545445
Rpl12	1.031058752	1.036785631	1.01211176	1.077389363	0.98932636	0.881235191	0.906549185	1.038008474	0.985767549	0.978011402	0.997019007	1.054796624	0.96809821	0.989184692	0.997114998	1.018541678	0.983283356	0.974040618	0.989814437	1.026405206	1.06990493	1.034409554	1.047143612	1.080966387	0.938578758	0.905632242	0.935893132	0.981229566	0.975440504	1.054671799	0.965261051	0.991608005
Etf1	1.086752686	1.045500438	1.153651442	1.014436895	1.051292425	1.009214863	1.050689838	1.002022763	0.960672547	1.067862443	0.953001918	1.135408896	1.049944008	1.082764989	0.995946711	0.936478832	1.03433385	1.037032207	0.966608038	0.978452715	0.955886516	0.965258303	0.904698018	0.897457993	1.095295276	1.039651578	1.079248272	0.985361929	1.070915387	1.053619754	0.994066765	0.98719032
U2af1	1.086780304	1.0606577	1.106278472	1.039054726	1.010729831	0.989147097	0.944709895	1.047616572	1.047979653	1.047812063	1.062786698	0.974013797	1.003079834	1.028043059	1.059320783	1.016289557	1.060459412	1.017459585	1.061226064	1.10508724	1.167826446	1.119420722	1.059157636	1.050355738	0.975400483	1.14479846	0.961405236	1.02131916	1.038825594	0.906149035	0.956030988	0.908529638
Cald1.1	0.862939496	0.78238998	0.905540535	0.802166184	1.092620304	1.062194242	1.204316625	1.03562857	1.012708963	0.955818347	0.974213346	0.951656303	0.89313499	1.005665484	0.910386856	0.983192776	1.247013641	1.206253012	1.106263815	0.955227837	1.135236165	1.176080115	1.284150985	1.118021256	1.028833831	1.012090862	1.122837565	1.273033945	1.1230965	1.144113889	1.14919305	1.044998285
Endog	0.740181082	0.645518436	0.702991705	0.754069596	1.035642129	0.99601743	1.086308668	0.937728603	1.114953986	1.038667883	0.926543122	1.045130892	1.07475393	1.106218912	1.064217734	1.099851974	0.999435031	1.017707062	1.017254181	1.144825441	1.028501995	0.866543849	1.088007097	0.97111587	1.057991125	1.085845235	1.005528698	1.14909614	1.387985631	1.070839223	1.144132829	1.096764933
Stxbp3	1.198356329	0.981144311	1.159731488	1.200066085	0.970523864	1.152031455	1.102065287	1.104217842	0.968332616	0.93665535	1.094698894	1.276153105	1.109846726	1.148716906	1.027178223	0.989959807	1.394565681	1.263289906	1.259726568	1.025356323	1.002576105	0.967812453	0.883066277	0.942258836	1.04375731	0.956852709	1.396231147	0.79704255	1.054221107	1.114757361	1.089899052	1.193550212
Vps11	1.035607796	0.952452387	1.01601721	0.966591126	1.050444148	1.040389309	1.127725332	0.955472576	0.92063031	0.988857919	1.049674356	1.037288396	1.002313334	0.99190287	0.970517271	0.936012205	0.973172127	1.032848142	0.918726306	0.997071448	0.994026958	1.1668697	1.018571186	1.037682532	1.088538565	1.067930269	1.135803254	1.111869185	1.122901809	1.098022187	1.128553706	1.103477222
Tmem186	1.000209722	1.090740141	1.239823051	1.042256893	1.007275819	1.094446258	1.015785607	1.078369506	0.853249577	1.161454224	0.988853386	1.127396968	1.142219801	1.184913206	1.093022338	0.962446691	0.969745303	0.925648571	0.956663387	0.902443982	0.987275778	0.972015741	0.854211158	0.950488532	1.206634174	0.984131198	1.100056615	0.998561427	0.934882181	1.067577	1.020433515	0.92745308
Mta2	1.053929706	1.105483277	1.015909433	1.084724637	0.978959714	1.016674785	0.97379133	1.100321671	1.032501268	0.990316696	1.078857443	1.159980065	0.904593487	0.979600211	1.051420373	1.053566982	0.979652205	1.037880142	1.043462097	1.118749064	1.032083492	1.2720883	1.153416003	1.113199357	0.941243622	1.097808646	0.9756087	1.080645944	0.99913603	1.059400128	0.961672301	0.996041343
Rplp0	1.040825028	1.054252678	1.014617749	1.086238627	1.001915344	0.899564134	0.940136372	1.035958703	1.005004575	1.02594	1.023758615	1.082808639	1.000724136	0.983219859	1.03166019	1.001192546	1.008738827	1.020774481	1.000911846	0.997822601	1.067201301	1.008689087	1.012820149	1.04730965	0.939646212	0.877095773	0.89462012	0.951975519	0.993070287	1.065550079	0.990792628	0.992064057
